Gene	Fam	Cat
Bgt-2946	NonEff	NonEff
Bgt-2159	NonEff	NonEff
Bgt-51606	NonEff	NonEff
Bgt-51608	NonEff	NonEff
Bgt-51605	NonEff	NonEff
Bgt-51604	NonEff	NonEff
Bgt-51602	NonEff	NonEff
Bgt-51600	NonEff	NonEff
Bgt-51850	NonEff	NonEff
Bgt-51851	NonEff	NonEff
Bgt-400	NonEff	NonEff
Bgt-2013	NonEff	NonEff
BgtA-20883	NonEff	NonEff
Bgt-2282	NonEff	NonEff
Bgt-2283	NonEff	NonEff
BgtAc-31548	NonEff	NonEff
Bgt-5095	NonEff	NonEff
Bgt-20855	NonEff	NonEff
Bgt-2286-2	NonEff	NonEff
Bgt-2286	NonEff	NonEff
Bgt-20588	NonEff	NonEff
Bgt-2281	NonEff	NonEff
Bgt-2304	NonEff	NonEff
BgtA-20075	NonEff	NonEff
BgtA-20074	NonEff	NonEff
Bgt-2418	NonEff	NonEff
Bgt-2284	NonEff	NonEff
Bgt-20133	NonEff	NonEff
BgtA-20073	NonEff	NonEff
Bgt-50151	NonEff	NonEff
Bgt-51854	NonEff	NonEff
BgtA-21467	NonEff	NonEff
Bgt-2279	NonEff	NonEff
Bgt-756	NonEff	NonEff
Bgt-818	NonEff	NonEff
Bgt-971	NonEff	NonEff
Bgt-552	NonEff	NonEff
Bgt-3919	NonEff	NonEff
Bgt-4334	NonEff	NonEff
Bgt-20560	NonEff	NonEff
Bgt-51841	NonEff	NonEff
Bgt-1080	NonEff	NonEff
BgtA-20230	NonEff	NonEff
Bgt-3573	NonEff	NonEff
Bgt-5131	NonEff	NonEff
Bgt-4891	NonEff	NonEff
Bgt-4892	NonEff	NonEff
BgtA-21301	NonEff	NonEff
Bgt-51843	NonEff	NonEff
Bgt-51844	NonEff	NonEff
Bgt-3787	NonEff	NonEff
Bgt-51845	NonEff	NonEff
Bgt-20094	NonEff	NonEff
BgtA-20551	NonEff	NonEff
Bgt-3561	NonEff	NonEff
BgtA-20135	NonEff	NonEff
Bgt-3917	NonEff	NonEff
Bgt-3444	NonEff	NonEff
Bgt-3916	NonEff	NonEff
Bgt-119	NonEff	NonEff
Bgt-119-2	NonEff	NonEff
Bgt-5357	NonEff	NonEff
Bgt-51848	NonEff	NonEff
Bgt-51847	NonEff	NonEff
Bgt-51846	NonEff	NonEff
Bgt-3915	NonEff	NonEff
BgtA-20140	NonEff	NonEff
BgtASP-21056	NonEff	NonEff
Bgt-2148	NonEff	NonEff
Bgt-1297	NonEff	NonEff
BgtA-21055	NonEff	NonEff
Bgt-4146	NonEff	NonEff
Bgt-51946	NonEff	NonEff
Bgt-1061	NonEff	NonEff
Bgt-1587	NonEff	NonEff
Bgt-497	NonEff	NonEff
Bgt-51945	NonEff	NonEff
Bgt-147	NonEff	NonEff
BgtA-21014	NonEff	NonEff
Bgt-440	NonEff	NonEff
Bgt-343	NonEff	NonEff
Bgt-4481	NonEff	NonEff
Bgt-3911	NonEff	NonEff
Bgt-2861	NonEff	NonEff
Bgt-1082	NonEff	NonEff
Bgt-3428	NonEff	NonEff
Bgt-3914	NonEff	NonEff
Bgt-4364	NonEff	NonEff
Bgt-5099	NonEff	NonEff
Bgt-51639	NonEff	NonEff
Bgt-228	NonEff	NonEff
BgtA-20980	NonEff	NonEff
Bgt-2353	NonEff	NonEff
Bgt-4321	NonEff	NonEff
Bgt-20584	NonEff	NonEff
Bgt-51642	NonEff	NonEff
Bgt-51646	NonEff	NonEff
BgtAc-30174	NonEff	NonEff
Bgt-4309	NonEff	NonEff
Bgt-4315	NonEff	NonEff
Bgt-1077	NonEff	NonEff
Bgt-671	NonEff	NonEff
Bgt-51643	NonEff	NonEff
Bgt-51645	NonEff	NonEff
Bgt-1069	NonEff	NonEff
Bgt-2769	NonEff	NonEff
Bgt-2769-2	NonEff	NonEff
Bgt-5190	NonEff	NonEff
Bgt-3805	NonEff	NonEff
Bgt-20150-3	NonEff	NonEff
Bgt-51903	NonEff	NonEff
BgtA-21395	NonEff	NonEff
Bgt-20924-3	NonEff	NonEff
Bgt-51904	NonEff	NonEff
BgtA-21110	NonEff	NonEff
Bgt-2128	NonEff	NonEff
BgtAc-31109	NonEff	NonEff
Bgt-2089	NonEff	NonEff
Bgt-4372	NonEff	NonEff
Bgt-51899	NonEff	NonEff
Bgt-51898	NonEff	NonEff
Bgt-303	NonEff	NonEff
Bgt-5087	NonEff	NonEff
Bgt-1062	NonEff	NonEff
Bgt-2093	NonEff	NonEff
Bgt-51901	NonEff	NonEff
Bgt-51900	NonEff	NonEff
Bgt-1075	NonEff	NonEff
Bgt-1073	NonEff	NonEff
Bgt-1063	NonEff	NonEff
Bgt-51895	NonEff	NonEff
Bgt-664	NonEff	NonEff
Bgt-2677	NonEff	NonEff
Bgt-535	NonEff	NonEff
Bgt-2742	NonEff	NonEff
Bgt-1296	NonEff	NonEff
Bgt-4325	NonEff	NonEff
BgtA-20717	NonEff	NonEff
Bgt-51894	NonEff	NonEff
Bgt-51897	NonEff	NonEff
Bgt-1011	NonEff	NonEff
Bgt-4759	NonEff	NonEff
Bgt-51892	NonEff	NonEff
Bgt-1072	NonEff	NonEff
Bgt-4327	NonEff	NonEff
Bgt-2744	NonEff	NonEff
BgtAc-30606	NonEff	NonEff
Bgt-1078	NonEff	NonEff
Bgt-1070	NonEff	NonEff
Bgt-1064	NonEff	NonEff
Bgt-1071	NonEff	NonEff
Bgt-34	NonEff	NonEff
Bgt-1939	NonEff	NonEff
Bgt-2097	NonEff	NonEff
Bgt-2743	NonEff	NonEff
Bgt-2190	NonEff	NonEff
Bgt-4711	NonEff	NonEff
BgtA-21363	NonEff	NonEff
BgtA-21362	NonEff	NonEff
Bgt-51891	NonEff	NonEff
Bgt-2977	NonEff	NonEff
Bgt-20700	NonEff	NonEff
Bgt-4358	NonEff	NonEff
Bgt-1973	NonEff	NonEff
Bgt-2079	NonEff	NonEff
Bgt-401	NonEff	NonEff
Bgt-5055	NonEff	NonEff
Bgt-407	NonEff	NonEff
Bgt-5210-2	NonEff	NonEff
BgtA-20111	NonEff	NonEff
Bgt-2981	NonEff	NonEff
BgtA-20778	NonEff	NonEff
Bgt-214	NonEff	NonEff
Bgt-2203	NonEff	NonEff
Bgt-4803	NonEff	NonEff
Bgt-3066	NonEff	NonEff
Bgt-50000	NonEff	NonEff
BgtA-21357	NonEff	NonEff
Bgt-803	NonEff	NonEff
Bgt-875	NonEff	NonEff
Bgt-2695	NonEff	NonEff
Bgt-5243-2	NonEff	NonEff
BgtA-21432	NonEff	NonEff
Bgt-7	NonEff	NonEff
Bgt-459	NonEff	NonEff
Bgt-4962	NonEff	NonEff
Bgt-51909	NonEff	NonEff
Bgt-2687	NonEff	NonEff
Bgt-51907	NonEff	NonEff
Bgt-2753	NonEff	NonEff
Bgt-3722	NonEff	NonEff
Bgt-51908	NonEff	NonEff
Bgt-3672	NonEff	NonEff
Bgt-4353	NonEff	NonEff
Bgt-300	NonEff	NonEff
Bgt-20827	NonEff	NonEff
Bgt-1279	NonEff	NonEff
BgtA-20057	NonEff	NonEff
Bgt-3111	NonEff	NonEff
Bgt-1027	NonEff	NonEff
Bgt-4804	NonEff	NonEff
Bgt-3072	NonEff	NonEff
Bgt-4805	NonEff	NonEff
Bgt-5051	NonEff	NonEff
Bgt-3723	NonEff	NonEff
Bgt-3721	NonEff	NonEff
Bgt-5053	NonEff	NonEff
Bgt-1034-2	NonEff	NonEff
Bgt-1034	NonEff	NonEff
Bgt-4347	NonEff	NonEff
Bgt-51906	NonEff	NonEff
Bgt-5054	NonEff	NonEff
Bgt-1026	NonEff	NonEff
Bgt-3476	NonEff	NonEff
Bgt-5373	NonEff	NonEff
Bgt-5492	NonEff	NonEff
Bgt-51905	NonEff	NonEff
Bgt-1042	NonEff	NonEff
Bgt-314	NonEff	NonEff
BgtA-20817	NonEff	NonEff
BgtA-20965	NonEff	NonEff
Bgt-5203	NonEff	NonEff
Bgt-3441	NonEff	NonEff
Bgt-3440	NonEff	NonEff
Bgt-56	NonEff	NonEff
Bgt-1025	NonEff	NonEff
Bgt-4180	NonEff	NonEff
Bgt-2889	NonEff	NonEff
Bgt-2889-2	NonEff	NonEff
BgtA-21322	NonEff	NonEff
Bgt-2023	NonEff	NonEff
Bgt-2357	NonEff	NonEff
Bgt-3658	NonEff	NonEff
Bgt-3229	NonEff	NonEff
Bgt-3232	NonEff	NonEff
Bgt-2649	NonEff	NonEff
Bgt-2325	NonEff	NonEff
Bgt-2324	NonEff	NonEff
Bgt-2324-2	NonEff	NonEff
BgtA-21104	NonEff	NonEff
BgtA-21006	NonEff	NonEff
BgtAc-30043	NonEff	NonEff
Bgt-50233	NonEff	NonEff
Bgt-834	NonEff	NonEff
Bgt-4047	NonEff	NonEff
Bgt-4083	NonEff	NonEff
Bgt-4169	NonEff	NonEff
Bgt-233	NonEff	NonEff
Bgt-4810	NonEff	NonEff
BgtA-20044	NonEff	NonEff
Bgt-831	NonEff	NonEff
Bgt-833	NonEff	NonEff
Bgt-830	NonEff	NonEff
Bgt-830-2	NonEff	NonEff
Bgt-50013	NonEff	NonEff
Bgt-4598	NonEff	NonEff
Bgt-840	NonEff	NonEff
Bgt-4087	NonEff	NonEff
Bgt-829	NonEff	NonEff
Bgt-5528	NonEff	NonEff
Bgt-50231	NonEff	NonEff
Bgt-50230	NonEff	NonEff
Bgt-380	NonEff	NonEff
Bgt-832	NonEff	NonEff
Bgt-20128	NonEff	NonEff
Bgt-4562	NonEff	NonEff
Bgt-2295	NonEff	NonEff
Bgt-20241	NonEff	NonEff
BgtA-20760	NonEff	NonEff
BgtA-20020	NonEff	NonEff
Bgt-50495	NonEff	NonEff
Bgt-50496	NonEff	NonEff
Bgt-51142	NonEff	NonEff
Bgt-51140	NonEff	NonEff
Bgt-3023	NonEff	NonEff
Bgt-3018	NonEff	NonEff
Bgt-3019	NonEff	NonEff
Bgt-5050	NonEff	NonEff
Bgt-1495	NonEff	NonEff
Bgt-827	NonEff	NonEff
Bgt-3965	NonEff	NonEff
Bgt-271-2	NonEff	NonEff
Bgt-237	NonEff	NonEff
BgtA-20283	NonEff	NonEff
Bgt-3958	NonEff	NonEff
Bgt-3976	NonEff	NonEff
Bgt-3976-2	NonEff	NonEff
Bgt-3964	NonEff	NonEff
Bgt-186	NonEff	NonEff
Bgt-3975	NonEff	NonEff
Bgt-20923	NonEff	NonEff
Bgt-3957	NonEff	NonEff
Bgt-3972	NonEff	NonEff
Bgt-3970	NonEff	NonEff
Bgt-5132	NonEff	NonEff
Bgt-3968	NonEff	NonEff
BgtA-20892	NonEff	NonEff
Bgt-3967	NonEff	NonEff
Bgt-1985	NonEff	NonEff
Bgt-4862-2	NonEff	NonEff
Bgt-50403	NonEff	NonEff
Bgt-3996	NonEff	NonEff
Bgt-2764-3	NonEff	NonEff
Bgt-2764	NonEff	NonEff
Bgt-80	NonEff	NonEff
Bgt-2766	NonEff	NonEff
Bgt-3193	NonEff	NonEff
Bgt-20970	NonEff	NonEff
BgtA-21076	NonEff	NonEff
Bgt-50741	NonEff	NonEff
BgtA-21134	NonEff	NonEff
BgtA-21135	NonEff	NonEff
Bgt-50742	NonEff	NonEff
Bgt-310	NonEff	NonEff
Bgt-6-2	NonEff	NonEff
Bgt-2350	NonEff	NonEff
Bgt-2340	NonEff	NonEff
Bgt-3892	NonEff	NonEff
Bgt-4352	NonEff	NonEff
Bgt-1700	NonEff	NonEff
Bgt-2342	NonEff	NonEff
Bgt-2352	NonEff	NonEff
Bgt-2503	NonEff	NonEff
Bgt-2393	NonEff	NonEff
Bgt-4784	NonEff	NonEff
Bgt-2371	NonEff	NonEff
Bgt-5489	NonEff	NonEff
Bgt-333	NonEff	NonEff
Bgt-3367	NonEff	NonEff
Bgt-3427	NonEff	NonEff
Bgt-4313	NonEff	NonEff
Bgt-50234	NonEff	NonEff
Bgt-3073	NonEff	NonEff
Bgt-1423	NonEff	NonEff
Bgt-2045-2	NonEff	NonEff
Bgt-2045	NonEff	NonEff
BgtA-20845	NonEff	NonEff
Bgt-733	NonEff	NonEff
Bgt-4712	NonEff	NonEff
BgtA-20179	NonEff	NonEff
Bgt-2568	NonEff	NonEff
Bgt-4592	NonEff	NonEff
Bgt-2555	NonEff	NonEff
Bgt-50904	NonEff	NonEff
Bgt-715	NonEff	NonEff
Bgt-1402	NonEff	NonEff
Bgt-2881	NonEff	NonEff
Bgt-20244	NonEff	NonEff
BgtA-20177	NonEff	NonEff
BgtA-20176	NonEff	NonEff
Bgt-2880-2	NonEff	NonEff
Bgt-2880	NonEff	NonEff
Bgt-1399	NonEff	NonEff
Bgt-443	NonEff	NonEff
Bgt-5047	NonEff	NonEff
BgtA-21260	NonEff	NonEff
Bgt-1398	NonEff	NonEff
BgtA-21091	NonEff	NonEff
BgtA-21092	NonEff	NonEff
Bgt-51950	NonEff	NonEff
Bgt-51949	NonEff	NonEff
Bgt-5116	NonEff	NonEff
Bgt-4474	NonEff	NonEff
BgtA-20472	NonEff	NonEff
Bgt-3751	NonEff	NonEff
Bgt-551	NonEff	NonEff
Bgt-4128	NonEff	NonEff
Bgt-5084	NonEff	NonEff
Bgt-5085	NonEff	NonEff
Bgt-4427	NonEff	NonEff
Bgt-4703	NonEff	NonEff
Bgt-2328	NonEff	NonEff
BgtA-20285	NonEff	NonEff
Bgt-3131-2	NonEff	NonEff
Bgt-3131	NonEff	NonEff
Bgt-2507	NonEff	NonEff
Bgt-408	NonEff	NonEff
Bgt-349	NonEff	NonEff
Bgt-1990	NonEff	NonEff
Bgt-1984	NonEff	NonEff
Bgt-20142	NonEff	NonEff
Bgt-5169	NonEff	NonEff
Bgt-2506	NonEff	NonEff
Bgt-612	NonEff	NonEff
Bgt-5361	NonEff	NonEff
Bgt-1988	NonEff	NonEff
Bgt-1861	NonEff	NonEff
Bgt-5069	NonEff	NonEff
Bgt-618	NonEff	NonEff
Bgt-295	NonEff	NonEff
Bgt-126	NonEff	NonEff
Bgt-2982	NonEff	NonEff
Bgt-2983	NonEff	NonEff
Bgt-5174	NonEff	NonEff
Bgt-51932	NonEff	NonEff
Bgt-4861	NonEff	NonEff
Bgt-5071	NonEff	NonEff
Bgt-1288	NonEff	NonEff
Bgt-284	NonEff	NonEff
Bgt-1529	NonEff	NonEff
Bgt-3708	NonEff	NonEff
Bgt-2739	NonEff	NonEff
Bgt-4668	NonEff	NonEff
BgtAc-31295	NonEff	NonEff
BgtAc-31077	NonEff	NonEff
Bgt-2814	NonEff	NonEff
Bgt-5285	NonEff	NonEff
Bgt-1527	NonEff	NonEff
Bgt-2331-2	NonEff	NonEff
Bgt-2331	NonEff	NonEff
BgtA-20255	NonEff	NonEff
Bgt-1525	NonEff	NonEff
Bgt-4038	NonEff	NonEff
Bgt-4039	NonEff	NonEff
Bgt-1524	NonEff	NonEff
Bgt-4426	NonEff	NonEff
Bgt-4425	NonEff	NonEff
Bgt-3864	NonEff	NonEff
Bgt-51935	NonEff	NonEff
Bgt-20471	NonEff	NonEff
BgtA-21016	NonEff	NonEff
BgtA-21096	NonEff	NonEff
BgtA-21095	NonEff	NonEff
Bgt-17	NonEff	NonEff
Bgt-51933	NonEff	NonEff
Bgt-3795	NonEff	NonEff
Bgt-213	NonEff	NonEff
BgtA-20745	NonEff	NonEff
Bgt-3515	NonEff	NonEff
Bgt-5485	NonEff	NonEff
Bgt-230	NonEff	NonEff
Bgt-230-2	NonEff	NonEff
Bgt-50905	NonEff	NonEff
BgtA-20354	NonEff	NonEff
Bgt-274	NonEff	NonEff
Bgt-20051-2	NonEff	NonEff
BgtAc-30355	NonEff	NonEff
Bgt-559	NonEff	NonEff
Bgt-1523-2	NonEff	NonEff
Bgt-1523	NonEff	NonEff
Bgt-4037	NonEff	NonEff
BgtA-20356	NonEff	NonEff
Bgt-20938	NonEff	NonEff
BgtA-21207	NonEff	NonEff
BgtAc-31206	NonEff	NonEff
BgtA-20828	NonEff	NonEff
Bgt-2115	NonEff	NonEff
Bgt-2130	NonEff	NonEff
Bgt-5140	NonEff	NonEff
Bgt-3155	NonEff	NonEff
Bgt-3612	NonEff	NonEff
Bgt-20038	NonEff	NonEff
Bgt-20743	NonEff	NonEff
Bgt-51929	NonEff	NonEff
Bgt-3275	NonEff	NonEff
Bgt-395	NonEff	NonEff
Bgt-3277	NonEff	NonEff
Bgt-3123	NonEff	NonEff
BgtA-20836	NonEff	NonEff
Bgt-51928	NonEff	NonEff
BgtA-20837	NonEff	NonEff
Bgt-2815	NonEff	NonEff
Bgt-215	NonEff	NonEff
BgtE-20115	NonEff	NonEff
Bgt-3924	NonEff	NonEff
Bgt-313	NonEff	NonEff
Bgt-50493	NonEff	NonEff
Bgt-523	NonEff	NonEff
Bgt-4612	NonEff	NonEff
Bgt-50492	NonEff	NonEff
Bgt-50490	NonEff	NonEff
Bgt-4513	NonEff	NonEff
Bgt-50965	NonEff	NonEff
Bgt-50966	NonEff	NonEff
Bgt-50110	NonEff	NonEff
Bgt-50491	NonEff	NonEff
Bgt-4613	NonEff	NonEff
Bgt-20645	NonEff	NonEff
Bgt-1261	NonEff	NonEff
Bgt-4614	NonEff	NonEff
Bgt-50109	NonEff	NonEff
Bgt-663	NonEff	NonEff
Bgt-50106	NonEff	NonEff
Bgt-50107	NonEff	NonEff
Bgt-50108	NonEff	NonEff
Bgt-50105	NonEff	NonEff
Bgt-748	NonEff	NonEff
Bgt-50104	NonEff	NonEff
Bgt-4629	NonEff	NonEff
Bgt-397	NonEff	NonEff
Bgt-5141	NonEff	NonEff
Bgt-4304	NonEff	NonEff
Bgt-4308	NonEff	NonEff
Bgt-2745	NonEff	NonEff
Bgt-285	NonEff	NonEff
Bgt-464	NonEff	NonEff
BgtA-20544	NonEff	NonEff
Bgt-4773	NonEff	NonEff
Bgt-4772	NonEff	NonEff
Bgt-129	NonEff	NonEff
Bgt-3946	NonEff	NonEff
Bgt-4641	NonEff	NonEff
Bgt-3945	NonEff	NonEff
Bgt-75	NonEff	NonEff
Bgt-3633	NonEff	NonEff
Bgt-50103	NonEff	NonEff
Bgt-50102	NonEff	NonEff
Bgt-50101	NonEff	NonEff
Bgt-20498	NonEff	NonEff
Bgt-20166	NonEff	NonEff
BgtA-20582	NonEff	NonEff
Bgt-3339	NonEff	NonEff
Bgt-20625	NonEff	NonEff
BgtA-20840	NonEff	NonEff
Bgt-51828	NonEff	NonEff
Bgt-1644	NonEff	NonEff
BgtA-21141	NonEff	NonEff
Bgt-1646	NonEff	NonEff
Bgt-5184	NonEff	NonEff
Bgt-393	NonEff	NonEff
Bgt-2289	NonEff	NonEff
BgtA-20629	NonEff	NonEff
Bgt-51830	NonEff	NonEff
Bgt-4944	NonEff	NonEff
Bgt-20836	NonEff	NonEff
Bgt-4897	NonEff	NonEff
Bgt-3488	NonEff	NonEff
Bgt-1287	NonEff	NonEff
Bgt-51833	NonEff	NonEff
Bgt-2868	NonEff	NonEff
Bgt-794	NonEff	NonEff
BgtA-20268	NonEff	NonEff
Bgt-4383	NonEff	NonEff
Bgt-3631	NonEff	NonEff
BgtA-20267	NonEff	NonEff
Bgt-2199	NonEff	NonEff
Bgt-190	NonEff	NonEff
Bgt-2937	NonEff	NonEff
Bgt-5204	NonEff	NonEff
Bgt-2192	NonEff	NonEff
Bgt-4594	NonEff	NonEff
Bgt-1359	NonEff	NonEff
Bgt-2505	NonEff	NonEff
Bgt-2504	NonEff	NonEff
Bgt-4976	NonEff	NonEff
BgtAc-31157	NonEff	NonEff
BgtA-21158	NonEff	NonEff
Bgt-579	NonEff	NonEff
BgtAc-31159	NonEff	NonEff
BgtA-21472	NonEff	NonEff
Bgt-2808	NonEff	NonEff
BgtAcSP-30632	NonEff	NonEff
BgtA-20633	NonEff	NonEff
Bgt-51755	NonEff	NonEff
Bgt-51754	NonEff	NonEff
BgtASP-21455	NonEff	NonEff
Bgt-1188	NonEff	NonEff
Bgt-20361-2	NonEff	NonEff
Bgt-20231-4	NonEff	NonEff
BgtA-20186	NonEff	NonEff
Bgt-1518	NonEff	NonEff
Bgt-2822-2	NonEff	NonEff
Bgt-2822	NonEff	NonEff
Bgt-5136	NonEff	NonEff
Bgt-51753	NonEff	NonEff
Bgt-51752	NonEff	NonEff
Bgt-1519	NonEff	NonEff
Bgt-5153-2	NonEff	NonEff
Bgt-5153	NonEff	NonEff
BgtA-20184	NonEff	NonEff
Bgt-3431	NonEff	NonEff
Bgt-433	NonEff	NonEff
Bgt-4925	NonEff	NonEff
Bgt-20065	NonEff	NonEff
Bgt-20150-2	NonEff	NonEff
Bgt-2436	NonEff	NonEff
Bgt-20212-4	NonEff	NonEff
Bgt-1125	NonEff	NonEff
Bgt-1520	NonEff	NonEff
Bgt-50944	NonEff	NonEff
Bgt-50942	NonEff	NonEff
BgtAcSP-30748	NonEff	NonEff
Bgt-1907	NonEff	NonEff
Bgt-1906	NonEff	NonEff
BgtAc-30993	NonEff	NonEff
Bgt-51558	NonEff	NonEff
Bgt-51554	NonEff	NonEff
Bgt-2984	NonEff	NonEff
BgtA-20992	NonEff	NonEff
BgtAc-31588	NonEff	NonEff
Bgt-51555	NonEff	NonEff
Bgt-51552	NonEff	NonEff
Bgt-51556	NonEff	NonEff
Bgt-51560	NonEff	NonEff
Bgt-51557	NonEff	NonEff
Bgt-51559	NonEff	NonEff
BgtA-21046	NonEff	NonEff
Bgt-2440	NonEff	NonEff
Bgt-2439	NonEff	NonEff
Bgt-445	NonEff	NonEff
Bgt-3761	NonEff	NonEff
Bgt-510	NonEff	NonEff
Bgt-4429	NonEff	NonEff
Bgt-1613	NonEff	NonEff
Bgt-89	NonEff	NonEff
Bgt-51551	NonEff	NonEff
Bgt-50129	NonEff	NonEff
BgtA-21302	NonEff	NonEff
BgtA-21303	NonEff	NonEff
Bgt-50247	NonEff	NonEff
Bgt-50248	NonEff	NonEff
Bgt-50252	NonEff	NonEff
Bgt-20919	NonEff	NonEff
Bgt-20363-3	NonEff	NonEff
Bgt-51744	NonEff	NonEff
Bgt-20620-5	NonEff	NonEff
Bgt-51740	NonEff	NonEff
BgtE-10021	NonEff	NonEff
Bgt-1783	NonEff	NonEff
Bgt-4233	NonEff	NonEff
Bgt-4741	NonEff	NonEff
Bgt-4908	NonEff	NonEff
Bgt-5103	NonEff	NonEff
BgtA_20531	NonEff	NonEff
Bgt-55078	NonEff	NonEff
Bgt-55013	NonEff	NonEff
BgtTE-56045	NonEff	NonEff
BgtTE-56070	NonEff	NonEff
BgtTE-56071	NonEff	NonEff
BgtTE-56087	NonEff	NonEff
BgtE-5973	E135	OE
BgtASP-21418	E113	OE
BgtE-5682	E174	OE
Bgt-4583	E149	OE
Bgt-118	E154	OE
Bgt-1280	E100	OE
Bgt-851	E070	OE
Bgt-1393	E103	OE
Bgt-20799	E209	OE
BgtE-5822	E114	OE
Bgt-166	E155	OE
Bgt-2806	E118	OE
BgtE-5731	E180	OE
BgtE-5670	E173	OE
Bgt-4401	E056	OE
Bgt-4402	E056	OE
BgtASP-20389	E056	OE
BgtASP-20484	E172	OE
Bgt-2775	E115	OE
Bgt-2234	E071	OE
Bgt-3170	E071	OE
BgtE-5732	E057	OE
BgtASP-21338	E176	OE
Bgt-4619	E151	OE
BgtE-20008	E051	OE
BgtE-5929	E051	OE
BgtAcSP-30107	E058	OE
BgtE-10114	E058	OE
Bgt-50738	E058	OE
Bgt-51532	E215	OE
Bgt-4589	E150	OE
Bgt-4783	E148	OE
Bgt-51538	E016	OE
Bgt-50024	E016	OE
Bgt-50021	E016	OE
Bgt-51493	E016	OE
Bgt-51494	E016	OE
BgtE-5816	E062	OE
Bgt-50765	E016	OE
Bgt-3484	E130	OE
Bgt-50420	E089	OE
Bgt_BCG-12	E076	OE
BgtE-5638	E168	OE
BgtAcSP-30622	E076	OE
Bgt_BCG-13	E076	OE
BgtAcSP-30403	E082	OE
Bgt-852	E070	OE
BgtE-5820	E110	OE
Bgt-50202	E016	OE
BgtE-5965	E057	OE
BgtE-5538	E160	OE
Bgt-50201	E077	OE
BgtE-10129	E077	OE
BgtE-20077	E077	OE
BgtAcSP-30596	E179	OE
BgtE-5991	E140	OE
Bgt-3097	E126	OE
BgtASP-21248	E178	OE
Bgt-1828	E107	OE
BgtE-10014	E080	OE
BgtE-5658	E169	OE
BgtE-5659	E059	OE
BgtE-5660	E059	OE
Bgt-51383	E016	OE
BgtE-10101	E170	OE
BgtE-20117	E171	OE
Bgt-4376	E145	OE
BgtE-5861	E062	OE
Bgt-1445	E104	OE
BgtE-5704	E177	OE
Bgt-2483	E072	OE
Bgt-20878	E186	OE
BgtE-5764	E182	OE
BgtE-5765	E108	OE
BgtE-5677	E059	OE
BgtASP-20071	E141	OE
Bgt-3240	E128	OE
BgtE-20076	E081	OE
Bgt-51335	E016	OE
BgtE-5888	E065	OE
Bgt-1032	E096	OE
Bgt-3979	E139	OE
Bgt-1348	E102	OE
Bgt-50669	E212	OE
BgtE-3962	E137	OE
Bgt-489	E158	OE
BgtASP-20468	E165	OE
Bgt-51077	E016	OE
Bgt-2588	E079	OE
BgtASP-20337	E084	OE
BgtE-5993	E052	OE
BgtE-5924	E052	OE
BgtE-5927	E052	OE
BgtE-5923	E123	OE
Bgt-5608	E217	OE
BgtE-5607_reanotated	E164	OE
BgtASP-20209	E163	OE
Bgt-50811	E089	OE
Bgt-51409	E057	OE
Bgt-51406	E089	OE
BgtE-20004	E055	OE
BgtE-20105	E055	OE
BgtE-5913	E055	OE
Bgt-20984	E210	OE
Bgt-178	E156	OE
BgtE-5996	E143	OE
Bgt-3534	E131	OE
BgtE-5818	E109	OE
Bgt-2498-2	E111	OE
Bgt-20316	E207	OE
Bgt-2970	E121	OE
Bgt-2778	E116	OE
Bgt-50179	E016	OE
BgtAcSP-30464	E175	OE
Bgt-2525	E112	OE
BgtE-5630	E167	OE
Bgt-51763	E016	OE
BgtE-5624	E166	OE
Bgt-51528	E214	OE
Bgt-20383	E124	OE
BgtE-20104	E125	OE
Bgt-50655	E075	OE
BgtE-20078	E075	OE
BgtE-20080	E075	OE
Bgt-50650	E067	OE
BgtE-5564	E067	OE
BgtE-5999	E147	OE
Bgt-2940	E120	OE
Bgt-3168	E127	OE
Bgt-3684	E132	OE
Bgt-51291	E213	OE
BgtE-5829	E117	OE
Bgt-4373	E144	OE
BgtASP-21079	E161	OE
BgtE-6054	E063	OE
BgtE-20073	E074	OE
Bgt-51442	E074	OE
BgtE-5998	E146	OE
Bgt-1719	E106	OE
BgtE-6032	E152	OE
Bgt-2905	E119	OE
Bgt-553	E159	OE
BgtAcSP-31216	E218	OE
Bgt-3750	E133	OE
Bgt-20466	E208	OE
Bgt-50255	E211	OE
Bgt-3472	E129	OE
Bgt-5431	E153	OE
Bgt-5324	E101	OE
Bgt-1209	E098	OE
BgtASP-20702	E122	OE
BgtA-20078	E157	OE
BgtE-5827	E073	OE
Bgt-4322	E142	OE
Bgt-1066	E097	OE
Bgt-4746	E072	OE
BgtE-5982	E136	OE
BgtE-5600	E162	OE
BgtE-5985	E138	OE
BgtE-5603	E083	OE
Bgt-50401	E083	OE
Bgt-1257	E099	OE
BgtE-5560	E094	OE
Bgt-3948	E064	OE
Bgt-20668	E073	OE
BgtE-2438	E063	OE
BgtE-10108	E181	OE
BgtE-5963	E134	OE
Bgt-901	E095	OE
Bgt-1611	E105	OE
Bgt-55015	E016	OE
Bgt-55027	E016	OE
Bgt-55082	E063	OE
Bgt-55117	E016	OE
Bgt-55123	E016	OE
Bgt-55124	E016	OE
Bgt-55126	E064	OE
Bgt-55004	E016	OE
Bgt-55016	E016	OE
Bgt-55017	E016	OE
Bgt-55023	E016	OE
Bgt-55038	E016	OE
Bgt-55072	E080	OE
Bgt-55087	E062	OE
Bgt-55093	E016	OE
Bgt-55096	E186	OE
